datum a čas,domácí,hosté,skóre,hřiště,pzn.,akce,Datum utkání,Čas utkání,%Date,Timestamp,utkání,@Tremesna,Soupeř,Doma/Venku,název soutěže,zkratka soutěže,kategorie soutěže,pořadí,poznámka
14.09.2025 13:30,Lázně Bělohrad/Miletín,MFK Trutnov,1 : 3 (PK:0:0),Lázně Bělohrad,,zápis uzavřen delegace,2025-09-14,13:30:00,739508,2025-09-14 13:30:00,Lázně Bělohrad/Miletín - MFK Trutnov,False,Lázně Bělohrad/Miletín,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
14.09.2025 14:00,TJ Baník Žacléř,TJ Slovan Broumov,3 : 0 (PK:0:0),Lampertice,,zápis uzavřen delegace,2025-09-14,14:00:00,739508,2025-09-14 14:00:00,TJ Baník Žacléř - TJ Slovan Broumov,False,TJ Baník Žacléř,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
13.09.2025 13:30,Spartak Police n. M.,FC Mladé Buky,0 : 2 (PK:0:0),Police n. M.,,zápis uzavřen delegace,2025-09-13,13:30:00,739507,2025-09-13 13:30:00,Spartak Police n. M. - FC Mladé Buky,False,Spartak Police n. M.,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
13.09.2025 13:00,SK Jičín,SK Červený Kostelec,7 : 1 (PK:0:0),"Lomnice, tráva",,zápis uzavřen delegace,2025-09-13,13:00:00,739507,2025-09-13 13:00:00,SK Jičín - SK Červený Kostelec,False,SK Jičín,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
21.09.2025 11:00,SK Červený Kostelec,TJ Jiskra Hořice,1 : 1 (PK:0:0),Červený Kostelec,,zápis uzavřen delegace,2025-09-21,11:00:00,739515,2025-09-21 11:00:00,SK Červený Kostelec - TJ Jiskra Hořice,False,SK Červený Kostelec,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
21.09.2025 11:00,SK Robousy,Spartak Police n. M.,3 : 4 (PK:0:0),Robousy,,zápis uzavřen delegace,2025-09-21,11:00:00,739515,2025-09-21 11:00:00,SK Robousy - Spartak Police n. M.,False,SK Robousy,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
21.09.2025 14:00,TJ Slovan Broumov,Lázně Bělohrad/Miletín,0 : 4 (PK:0:0),Broumov,,zápis uzavřen delegace,2025-09-21,14:00:00,739515,2025-09-21 14:00:00,TJ Slovan Broumov - Lázně Bělohrad/Miletín,False,TJ Slovan Broumov,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
20.09.2025 10:00,FC Mladé Buky,SK Česká Skalice,2 : 1 (PK:0:0),Mladé Buky,,zápis uzavřen delegace,2025-09-20,10:00:00,739514,2025-09-20 10:00:00,FC Mladé Buky - SK Česká Skalice,False,FC Mladé Buky,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
20.09.2025 13:30,FK Jaroměř,SK Jičín,6 : 3 (PK:0:0),Jaroměř,,zápis uzavřen delegace,2025-09-20,13:30:00,739514,2025-09-20 13:30:00,FK Jaroměř - SK Jičín,False,FK Jaroměř,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
20.09.2025 14:00,Dvůr Králové/Bílá Třemešná,TJ Baník Žacléř,1 : 2 (PK:0:0),Dvůr Králové,,zápis uzavřen delegace,2025-09-20,14:00:00,739514,2025-09-20 14:00:00,Dvůr Králové/Bílá Třemešná - TJ Baník Žacléř,True,TJ Baník Žacléř,D,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
09.10.2025 16:15,SK Česká Skalice,SK Robousy,1 : 0 (PK:0:0),Česká Skalice,,zápis uzavřen delegace,2025-10-09,16:15:00,739533,2025-10-09 16:15:00,SK Česká Skalice - SK Robousy,False,SK Česká Skalice,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
28.09.2025 10:00,TJ Baník Žacléř,FC Mladé Buky,1 : 4 (PK:0:0),Lampertice,,zápis uzavřen delegace,2025-09-28,10:00:00,739522,2025-09-28 10:00:00,TJ Baník Žacléř - FC Mladé Buky,False,TJ Baník Žacléř,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
28.09.2025 13:00,Lázně Bělohrad/Miletín,Dvůr Králové/Bílá Třemešná,1 : 3 (PK:0:0),Lázně Bělohrad,,zápis uzavřen delegace,2025-09-28,13:00:00,739522,2025-09-28 13:00:00,Lázně Bělohrad/Miletín - Dvůr Králové/Bílá Třemešná,True,Lázně Bělohrad/Miletín,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
28.09.2025 13:30,TJ Jiskra Hořice,FK Jaroměř,0 : 8 (PK:0:0),Myštěves,,zápis uzavřen delegace,2025-09-28,13:30:00,739522,2025-09-28 13:30:00,TJ Jiskra Hořice - FK Jaroměř,False,TJ Jiskra Hořice,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
27.09.2025 14:15,MFK Trutnov,TJ Slovan Broumov,15 : 0 (PK:0:0),Trutnov - H.S.M.,,zápis uzavřen delegace,2025-09-27,14:15:00,739521,2025-09-27 14:15:00,MFK Trutnov - TJ Slovan Broumov,False,MFK Trutnov,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
27.09.2025 13:30,Spartak Police n. M.,SK Červený Kostelec,1 : 1 (PK:0:0),Police n. M.,,zápis uzavřen delegace,2025-09-27,13:30:00,739521,2025-09-27 13:30:00,Spartak Police n. M. - SK Červený Kostelec,False,Spartak Police n. M.,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
05.10.2025 10:00,SK Jičín,TJ Jiskra Hořice,8 : 0 (PK:0:0),"Jičín, UMT",,zápis uzavřen delegace,2025-10-05,10:00:00,739529,2025-10-05 10:00:00,SK Jičín - TJ Jiskra Hořice,False,SK Jičín,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
05.10.2025 11:00,SK Červený Kostelec,SK Česká Skalice,2 : 2 (PK:0:0),Červený Kostelec,,zápis uzavřen delegace,2025-10-05,11:00:00,739529,2025-10-05 11:00:00,SK Červený Kostelec - SK Česká Skalice,False,SK Červený Kostelec,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
04.10.2025 13:00,FK Jaroměř,Spartak Police n. M.,4 : 4 (PK:0:0),Jaroměř,,zápis uzavřen delegace,2025-10-04,13:00:00,739528,2025-10-04 13:00:00,FK Jaroměř - Spartak Police n. M.,False,FK Jaroměř,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
04.10.2025 11:00,FC Mladé Buky,Lázně Bělohrad/Miletín,3 : 1 (PK:0:0),Mladé Buky,,zápis uzavřen delegace,2025-10-04,11:00:00,739528,2025-10-04 11:00:00,FC Mladé Buky - Lázně Bělohrad/Miletín,False,FC Mladé Buky,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
04.10.2025 16:00,SK Robousy,TJ Baník Žacléř,6 : 0 (PK:0:0),Robousy,,zápis uzavřen delegace,2025-10-04,16:00:00,739528,2025-10-04 16:00:00,SK Robousy - TJ Baník Žacléř,False,SK Robousy,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
04.10.2025 13:00,Dvůr Králové/Bílá Třemešná,MFK Trutnov,1 : 5 (PK:0:0),Dvůr Králové,,zápis uzavřen delegace,2025-10-04,13:00:00,739528,2025-10-04 13:00:00,Dvůr Králové/Bílá Třemešná - MFK Trutnov,True,MFK Trutnov,D,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
22.10.2025 16:00,TJ Slovan Broumov,Dvůr Králové/Bílá Třemešná,1 : 3 (PK:0:0),Broumov,,zápis uzavřen delegace,2025-10-22,16:00:00,739546,2025-10-22 16:00:00,TJ Slovan Broumov - Dvůr Králové/Bílá Třemešná,True,TJ Slovan Broumov,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
12.10.2025 13:00,TJ Baník Žacléř,SK Červený Kostelec,7 : 4 (PK:0:0),Lampertice,,zápis uzavřen delegace,2025-10-12,13:00:00,739536,2025-10-12 13:00:00,TJ Baník Žacléř - SK Červený Kostelec,False,TJ Baník Žacléř,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
11.10.2025 12:30,Lázně Bělohrad/Miletín,SK Robousy,0 : 1 (PK:0:0),Miletín,,zápis uzavřen delegace,2025-10-11,12:30:00,739535,2025-10-11 12:30:00,Lázně Bělohrad/Miletín - SK Robousy,False,Lázně Bělohrad/Miletín,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
11.10.2025 10:45,SK Česká Skalice,FK Jaroměř,2 : 12 (PK:0:0),Česká Skalice,,zápis uzavřen delegace,2025-10-11,10:45:00,739535,2025-10-11 10:45:00,SK Česká Skalice - FK Jaroměř,False,SK Česká Skalice,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
11.10.2025 13:45,MFK Trutnov,FC Mladé Buky,5 : 2 (PK:0:0),Trutnov - H.S.M.,,zápis uzavřen delegace,2025-10-11,13:45:00,739535,2025-10-11 13:45:00,MFK Trutnov - FC Mladé Buky,False,MFK Trutnov,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
11.10.2025 13:15,Spartak Police n. M.,SK Jičín,2 : 3 (PK:0:0),Police n. M.,,zápis uzavřen delegace,2025-10-11,13:15:00,739535,2025-10-11 13:15:00,Spartak Police n. M. - SK Jičín,False,Spartak Police n. M.,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
19.10.2025 13:00,TJ Jiskra Hořice,Spartak Police n. M.,0 : 6 (PK:0:0),Hořice,,zápis uzavřen delegace,2025-10-19,13:00:00,739543,2025-10-19 13:00:00,TJ Jiskra Hořice - Spartak Police n. M.,False,TJ Jiskra Hořice,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
19.10.2025 11:00,SK Červený Kostelec,Lázně Bělohrad/Miletín,0 : 2 (PK:0:0),Červený Kostelec,,zápis uzavřen delegace,2025-10-19,11:00:00,739543,2025-10-19 11:00:00,SK Červený Kostelec - Lázně Bělohrad/Miletín,False,SK Červený Kostelec,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
19.10.2025 13:00,SK Jičín,SK Česká Skalice,7 : 1 (PK:0:0),"Jičín, UMT",,zápis uzavřen delegace,2025-10-19,13:00:00,739543,2025-10-19 13:00:00,SK Jičín - SK Česká Skalice,False,SK Jičín,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
19.10.2025 15:30,SK Robousy,MFK Trutnov,0 : 5 (PK:0:0),Robousy,,zápis uzavřen delegace,2025-10-19,15:30:00,739543,2025-10-19 15:30:00,SK Robousy - MFK Trutnov,False,SK Robousy,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
18.10.2025 12:30,FK Jaroměř,TJ Baník Žacléř,5 : 0 (PK:0:0),Jaroměř,,zápis uzavřen delegace,2025-10-18,12:30:00,739542,2025-10-18 12:30:00,FK Jaroměř - TJ Baník Žacléř,False,FK Jaroměř,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
18.10.2025 12:30,FC Mladé Buky,TJ Slovan Broumov,10 : 0 (PK:0:0),Mladé Buky,,zápis uzavřen delegace,2025-10-18,12:30:00,739542,2025-10-18 12:30:00,FC Mladé Buky - TJ Slovan Broumov,False,FC Mladé Buky,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
31.12.2025 14:00,MFK Trutnov,SK Červený Kostelec,-- : -- (PK:0:0),Trutnov - H.S.M.,ODLOŽENO,nezahájen delegace,2025-12-31,14:00:00,739616,2025-12-31 14:00:00,MFK Trutnov - SK Červený Kostelec,False,MFK Trutnov,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,ODLOŽENO
05.11.2025 15:00,TJ Baník Žacléř,SK Jičín,-- : -- (PK:0:0),Lampertice,,nezahájen delegace,2025-11-05,15:00:00,739560,2025-11-05 15:00:00,TJ Baník Žacléř - SK Jičín,False,TJ Baník Žacléř,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
26.10.2025 12:00,TJ Slovan Broumov,SK Robousy,0 : 8 (PK:0:0),Broumov,,zápis uzavřen delegace,2025-10-26,12:00:00,739550,2025-10-26 12:00:00,TJ Slovan Broumov - SK Robousy,False,TJ Slovan Broumov,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
26.10.2025 11:00,Lázně Bělohrad/Miletín,FK Jaroměř,0 : 6 (PK:0:0),Lázně Bělohrad,,zápis uzavřen delegace,2025-10-26,11:00:00,739550,2025-10-26 11:00:00,Lázně Bělohrad/Miletín - FK Jaroměř,False,Lázně Bělohrad/Miletín,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
25.10.2025 11:00,SK Česká Skalice,TJ Jiskra Hořice,2 : 3 (PK:0:0),Česká Skalice,,zápis uzavřen delegace,2025-10-25,11:00:00,739549,2025-10-25 11:00:00,SK Česká Skalice - TJ Jiskra Hořice,False,SK Česká Skalice,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
25.10.2025 11:00,Dvůr Králové/Bílá Třemešná,FC Mladé Buky,0 : 7 (PK:0:0),Dvůr Králové,,zápis uzavřen delegace,2025-10-25,11:00:00,739549,2025-10-25 11:00:00,Dvůr Králové/Bílá Třemešná - FC Mladé Buky,True,FC Mladé Buky,D,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
02.11.2025 10:15,TJ Jiskra Hořice,TJ Baník Žacléř,-- : -- (PK:0:0),Hořice,,nezahájen delegace,2025-11-02,10:15:00,739557,2025-11-02 10:15:00,TJ Jiskra Hořice - TJ Baník Žacléř,False,TJ Jiskra Hořice,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
02.11.2025 10:00,SK Jičín,Lázně Bělohrad/Miletín,-- : -- (PK:0:0),"Jičín, UMT",,nezahájen delegace,2025-11-02,10:00:00,739557,2025-11-02 10:00:00,SK Jičín - Lázně Bělohrad/Miletín,False,SK Jičín,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
02.11.2025 11:30,SK Červený Kostelec,TJ Slovan Broumov,-- : -- (PK:0:0),Červený Kostelec,,nezahájen delegace,2025-11-02,11:30:00,739557,2025-11-02 11:30:00,SK Červený Kostelec - TJ Slovan Broumov,False,SK Červený Kostelec,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
01.11.2025 10:00,Spartak Police n. M.,SK Česká Skalice,-- : -- (PK:0:0),Police n. M.,,nezahájen delegace,2025-11-01,10:00:00,739556,2025-11-01 10:00:00,Spartak Police n. M. - SK Česká Skalice,False,Spartak Police n. M.,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
01.11.2025 11:00,FK Jaroměř,MFK Trutnov,-- : -- (PK:0:0),Jaroměř,,nezahájen delegace,2025-11-01,11:00:00,739556,2025-11-01 11:00:00,FK Jaroměř - MFK Trutnov,False,FK Jaroměř,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
01.11.2025 11:15,SK Robousy,Dvůr Králové/Bílá Třemešná,-- : -- (PK:0:0),Robousy,,nezahájen delegace,2025-11-01,11:15:00,739556,2025-11-01 11:15:00,SK Robousy - Dvůr Králové/Bílá Třemešná,True,SK Robousy,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
09.11.2025 10:00,SK Česká Skalice,TJ Baník Žacléř,-- : -- (PK:0:0),Česká Skalice,,nezahájen delegace,2025-11-09,10:00:00,739564,2025-11-09 10:00:00,SK Česká Skalice - TJ Baník Žacléř,False,SK Česká Skalice,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
09.11.2025 10:15,TJ Jiskra Hořice,MFK Trutnov,-- : -- (PK:0:0),Hořice,,nezahájen delegace,2025-11-09,10:15:00,739564,2025-11-09 10:15:00,TJ Jiskra Hořice - MFK Trutnov,False,TJ Jiskra Hořice,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
09.11.2025 11:30,SK Červený Kostelec,FC Mladé Buky,-- : -- (PK:0:0),Červený Kostelec,,nezahájen delegace,2025-11-09,11:30:00,739564,2025-11-09 11:30:00,SK Červený Kostelec - FC Mladé Buky,False,SK Červený Kostelec,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
09.11.2025 10:30,Spartak Police n. M.,Lázně Bělohrad/Miletín,-- : -- (PK:0:0),Police n. M.,,nezahájen delegace,2025-11-09,10:30:00,739564,2025-11-09 10:30:00,Spartak Police n. M. - Lázně Bělohrad/Miletín,False,Spartak Police n. M.,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
09.11.2025 12:30,SK Jičín,TJ Slovan Broumov,-- : -- (PK:0:0),"Jičín, UMT",,nezahájen delegace,2025-11-09,12:30:00,739564,2025-11-09 12:30:00,SK Jičín - TJ Slovan Broumov,False,SK Jičín,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
08.11.2025 11:00,FK Jaroměř,Dvůr Králové/Bílá Třemešná,-- : -- (PK:0:0),Jaroměř,,nezahájen delegace,2025-11-08,11:00:00,739563,2025-11-08 11:00:00,FK Jaroměř - Dvůr Králové/Bílá Třemešná,True,FK Jaroměř,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
16.11.2025 11:00,TJ Slovan Broumov,FK Jaroměř,-- : -- (PK:0:0),Broumov,,nezahájen delegace,2025-11-16,11:00:00,739571,2025-11-16 11:00:00,TJ Slovan Broumov - FK Jaroměř,False,TJ Slovan Broumov,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
16.11.2025 14:00,Dvůr Králové/Bílá Třemešná,SK Červený Kostelec,-- : -- (PK:0:0),Dvůr Králové,,nezahájen delegace,2025-11-16,14:00:00,739571,2025-11-16 14:00:00,Dvůr Králové/Bílá Třemešná - SK Červený Kostelec,True,SK Červený Kostelec,D,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
15.11.2025 13:00,TJ Baník Žacléř,Spartak Police n. M.,-- : -- (PK:0:0),Lampertice,,nezahájen delegace,2025-11-15,13:00:00,739570,2025-11-15 13:00:00,TJ Baník Žacléř - Spartak Police n. M.,False,TJ Baník Žacléř,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
15.11.2025 10:00,Lázně Bělohrad/Miletín,TJ Jiskra Hořice,-- : -- (PK:0:0),Lázně Bělohrad,,nezahájen delegace,2025-11-15,10:00:00,739570,2025-11-15 10:00:00,Lázně Bělohrad/Miletín - TJ Jiskra Hořice,False,Lázně Bělohrad/Miletín,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
15.11.2025 12:15,MFK Trutnov,SK Jičín,-- : -- (PK:0:0),"Trutnov, UMT",,nezahájen delegace,2025-11-15,12:15:00,739570,2025-11-15 12:15:00,MFK Trutnov - SK Jičín,False,MFK Trutnov,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
29.10.2025 14:00,FC Mladé Buky,SK Robousy,-- : -- (PK:0:0),Mladé Buky,,nezahájen delegace,2025-10-29,14:00:00,739553,2025-10-29 14:00:00,FC Mladé Buky - SK Robousy,False,FC Mladé Buky,V,KP mladšího dorostu U 17,Ml. dorost,Ml_dorost,3,
31.12.2025 16:30,FK Poříčí u Trutnova,TJ SOKOL Bílá Třemešná,-- : -- (PK:0:0),Poříčí,ODLOŽENO,nezahájen delegace,2025-12-31,16:30:00,739616,2025-12-31 16:30:00,FK Poříčí u Trutnova - TJ SOKOL Bílá Třemešná,True,FK Poříčí u Trutnova,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,ODLOŽENO
31.12.2025 17:30,FK Poříčí u Trutnova,TJ SOKOL Bílá Třemešná,-- : -- (PK:0:0),Poříčí,ODLOŽENO,nezahájen delegace,2025-12-31,17:30:00,739616,2025-12-31 17:30:00,FK Poříčí u Trutnova - TJ SOKOL Bílá Třemešná,True,FK Poříčí u Trutnova,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,ODLOŽENO
27.08.2025 17:00,TJ Jiskra Kocbeře,FK Dolní Kalná,2 : 2 (PK:1:2),Kocbeře,,zápis uzavřen delegace,2025-08-27,17:00:00,739490,2025-08-27 17:00:00,TJ Jiskra Kocbeře - FK Dolní Kalná,False,TJ Jiskra Kocbeře,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
27.08.2025 18:00,TJ Jiskra Kocbeře,FK Dolní Kalná,2 : 5 (PK:0:0),Kocbeře,,zápis uzavřen delegace,2025-08-27,18:00:00,739490,2025-08-27 18:00:00,TJ Jiskra Kocbeře - FK Dolní Kalná,False,TJ Jiskra Kocbeře,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
24.08.2025 11:30,TJ Sokol Malé Svatoňovice,Fotbalový klub Mostek,0 : 0 (PK:1:2),M.Svatoňovice,,zápis uzavřen delegace,2025-08-24,11:30:00,739487,2025-08-24 11:30:00,TJ Sokol Malé Svatoňovice - Fotbalový klub Mostek,False,TJ Sokol Malé Svatoňovice,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
24.08.2025 12:30,TJ Sokol Malé Svatoňovice,Fotbalový klub Mostek,1 : 2 (PK:0:0),M.Svatoňovice,,zápis uzavřen delegace,2025-08-24,12:30:00,739487,2025-08-24 12:30:00,TJ Sokol Malé Svatoňovice - Fotbalový klub Mostek,False,TJ Sokol Malé Svatoňovice,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
23.08.2025 12:00,Podhůří/Vrchlabí B,TJ Lánov,2 : 2 (PK:2:0),Podhůří,,zápis uzavřen delegace,2025-08-23,12:00:00,739486,2025-08-23 12:00:00,Podhůří/Vrchlabí B - TJ Lánov,False,Podhůří/Vrchlabí B,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
23.08.2025 11:00,TJ Lánov,Sokol Vítězná,1 : 3 (PK:0:0),Podhůří,,zápis uzavřen delegace,2025-08-23,11:00:00,739486,2025-08-23 11:00:00,TJ Lánov - Sokol Vítězná,False,TJ Lánov,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
23.08.2025 10:00,Podhůří/Vrchlabí B,Sokol Vítězná,6 : 1 (PK:0:0),Podhůří,,zápis uzavřen delegace,2025-08-23,10:00:00,739486,2025-08-23 10:00:00,Podhůří/Vrchlabí B - Sokol Vítězná,False,Podhůří/Vrchlabí B,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
23.08.2025 10:00,TJ Lánov,SK Sparta Úpice,0 : 0 (PK:0:0),Lánov,,zápis neuzavřen delegace,2025-08-23,10:00:00,739486,2025-08-23 10:00:00,TJ Lánov - SK Sparta Úpice,False,TJ Lánov,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
23.08.2025 11:00,TJ Lánov,SK Sparta Úpice,0 : 0 (PK:0:0),Lánov,,zápis neuzavřen delegace,2025-08-23,11:00:00,739486,2025-08-23 11:00:00,TJ Lánov - SK Sparta Úpice,False,TJ Lánov,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
23.08.2025 14:00,TJ Spartak Pilníkov,Sportovní klub MFC Svoboda,3 : 2 (PK:0:0),Pilníkov,,zápis uzavřen delegace,2025-08-23,14:00:00,739486,2025-08-23 14:00:00,TJ Spartak Pilníkov - Sportovní klub MFC Svoboda,False,TJ Spartak Pilníkov,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
23.08.2025 15:00,TJ Spartak Pilníkov,Sportovní klub MFC Svoboda,1 : 2 (PK:0:0),Pilníkov,,zápis uzavřen delegace,2025-08-23,15:00:00,739486,2025-08-23 15:00:00,TJ Spartak Pilníkov - Sportovní klub MFC Svoboda,False,TJ Spartak Pilníkov,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
31.08.2025 11:00,TJ Lánov,FK Poříčí u Trutnova,1 : 0 (PK:0:0),Lánov,,zápis uzavřen delegace,2025-08-31,11:00:00,739494,2025-08-31 11:00:00,TJ Lánov - FK Poříčí u Trutnova,False,TJ Lánov,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
31.08.2025 10:00,TJ Lánov,FK Poříčí u Trutnova,3 : 0 (PK:0:0),Lánov,,zápis uzavřen delegace,2025-08-31,10:00:00,739494,2025-08-31 10:00:00,TJ Lánov - FK Poříčí u Trutnova,False,TJ Lánov,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
31.08.2025 10:00,Fotbalový klub Mostek,TJ Jiskra Kocbeře,5 : 2 (PK:0:0),Mostek,,zápis uzavřen delegace,2025-08-31,10:00:00,739494,2025-08-31 10:00:00,Fotbalový klub Mostek - TJ Jiskra Kocbeře,False,Fotbalový klub Mostek,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
31.08.2025 11:00,Fotbalový klub Mostek,TJ Jiskra Kocbeře,1 : 3 (PK:0:0),Mostek,,zápis uzavřen delegace,2025-08-31,11:00:00,739494,2025-08-31 11:00:00,Fotbalový klub Mostek - TJ Jiskra Kocbeře,False,Fotbalový klub Mostek,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
30.08.2025 09:00,SK Sparta Úpice,FK Dolní Kalná,0 : 0 (PK:0:0),Úpice,,zápis neuzavřen delegace,2025-08-30,09:00:00,739493,2025-08-30 09:00:00,SK Sparta Úpice - FK Dolní Kalná,False,SK Sparta Úpice,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
30.08.2025 11:00,FK Dolní Kalná,Podhůří/Vrchlabí B,5 : 0 (PK:0:0),Svoboda,,zápis uzavřen delegace,2025-08-30,11:00:00,739493,2025-08-30 11:00:00,FK Dolní Kalná - Podhůří/Vrchlabí B,False,FK Dolní Kalná,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
30.08.2025 10:00,Sportovní klub MFC Svoboda,Podhůří/Vrchlabí B,2 : 7 (PK:0:0),Svoboda,,zápis uzavřen delegace,2025-08-30,10:00:00,739493,2025-08-30 10:00:00,Sportovní klub MFC Svoboda - Podhůří/Vrchlabí B,False,Sportovní klub MFC Svoboda,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
30.08.2025 10:00,TJ SOKOL Bílá Třemešná,TJ Spartak Pilníkov,0 : 1 (PK:0:0),B.Třemešná,,zápis uzavřen delegace,2025-08-30,10:00:00,739493,2025-08-30 10:00:00,TJ SOKOL Bílá Třemešná - TJ Spartak Pilníkov,True,TJ Spartak Pilníkov,D,OP mladších žáků,Ml. žáci,Ml_zaci,6,
30.08.2025 10:00,SK Sparta Úpice,FK Dolní Kalná,0 : 0 (PK:0:0),Úpice,,zápis neuzavřen delegace,2025-08-30,10:00:00,739493,2025-08-30 10:00:00,SK Sparta Úpice - FK Dolní Kalná,False,SK Sparta Úpice,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
30.08.2025 14:00,Sokol Vítězná,TJ Sokol Malé Svatoňovice,0 : 2 (PK:0:0),Vítězná,,zápis uzavřen delegace,2025-08-30,14:00:00,739493,2025-08-30 14:00:00,Sokol Vítězná - TJ Sokol Malé Svatoňovice,False,Sokol Vítězná,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
30.08.2025 13:00,Sokol Vítězná,TJ Sokol Malé Svatoňovice,0 : 1 (PK:0:0),Vítězná,,zápis uzavřen delegace,2025-08-30,13:00:00,739493,2025-08-30 13:00:00,Sokol Vítězná - TJ Sokol Malé Svatoňovice,False,Sokol Vítězná,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
