datum a čas,domácí,hosté,skóre,hřiště,pzn.,akce,Datum utkání,Čas utkání,%Date,Timestamp,utkání,@Tremesna,Soupeř,Doma/Venku,název soutěže,zkratka soutěže,kategorie soutěže,pořadí,poznámka
30.08.2025 12:00,Sportovní klub MFC Svoboda,FK Dolní Kalná,0 : 9 (PK:0:0),Svoboda,,zápis uzavřen delegace,2025-08-30,12:00:00,739493,2025-08-30 12:00:00,Sportovní klub MFC Svoboda - FK Dolní Kalná,False,Sportovní klub MFC Svoboda,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
30.08.2025 11:00,TJ SOKOL Bílá Třemešná,TJ Spartak Pilníkov,2 : 3 (PK:0:0),B.Třemešná,,zápis uzavřen delegace,2025-08-30,11:00:00,739493,2025-08-30 11:00:00,TJ SOKOL Bílá Třemešná - TJ Spartak Pilníkov,True,TJ Spartak Pilníkov,D,OP mladších žáků,Ml. žáci,Ml_zaci,6,
03.09.2025 16:45,TJ Spartak Pilníkov,Fotbalový klub Mostek,1 : 6 (PK:0:0),Pilníkov,,zápis uzavřen delegace,2025-09-03,16:45:00,739497,2025-09-03 16:45:00,TJ Spartak Pilníkov - Fotbalový klub Mostek,False,TJ Spartak Pilníkov,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
03.09.2025 17:00,TJ SOKOL Bílá Třemešná,SK Sparta Úpice,0 : 0 (PK:0:0),B.Třemešná,,zápis neuzavřen delegace,2025-09-03,17:00:00,739497,2025-09-03 17:00:00,TJ SOKOL Bílá Třemešná - SK Sparta Úpice,True,SK Sparta Úpice,D,OP mladších žáků,Ml. žáci,Ml_zaci,6,
03.09.2025 17:00,TJ Lánov,Sportovní klub MFC Svoboda,2 : 1 (PK:0:0),Lánov,,zápis uzavřen delegace,2025-09-03,17:00:00,739497,2025-09-03 17:00:00,TJ Lánov - Sportovní klub MFC Svoboda,False,TJ Lánov,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
03.09.2025 17:00,Podhůří/Vrchlabí B,FK Dolní Kalná,4 : 3 (PK:0:0),Podhůří,,zápis uzavřen delegace,2025-09-03,17:00:00,739497,2025-09-03 17:00:00,Podhůří/Vrchlabí B - FK Dolní Kalná,False,Podhůří/Vrchlabí B,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
03.09.2025 17:00,FK Poříčí u Trutnova,Sokol Vítězná,1 : 2 (PK:0:0),Poříčí,,zápis uzavřen delegace,2025-09-03,17:00:00,739497,2025-09-03 17:00:00,FK Poříčí u Trutnova - Sokol Vítězná,False,FK Poříčí u Trutnova,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
03.09.2025 17:00,TJ Sokol Malé Svatoňovice,TJ Jiskra Kocbeře,2 : 0 (PK:0:0),M.Svatoňovice,,zápis uzavřen delegace,2025-09-03,17:00:00,739497,2025-09-03 17:00:00,TJ Sokol Malé Svatoňovice - TJ Jiskra Kocbeře,False,TJ Sokol Malé Svatoňovice,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
03.09.2025 17:45,TJ SOKOL Bílá Třemešná,Fotbalový klub Mostek,3 : 0 (PK:0:0),Pilníkov,,zápis uzavřen delegace,2025-09-03,17:45:00,739497,2025-09-03 17:45:00,TJ SOKOL Bílá Třemešná - Fotbalový klub Mostek,True,Fotbalový klub Mostek,D,OP mladších žáků,Ml. žáci,Ml_zaci,6,
03.09.2025 18:00,TJ SOKOL Bílá Třemešná,SK Sparta Úpice,0 : 0 (PK:0:0),B.Třemešná,,zápis neuzavřen delegace,2025-09-03,18:00:00,739497,2025-09-03 18:00:00,TJ SOKOL Bílá Třemešná - SK Sparta Úpice,True,SK Sparta Úpice,D,OP mladších žáků,Ml. žáci,Ml_zaci,6,
03.09.2025 18:00,FK Poříčí u Trutnova,Sokol Vítězná,0 : 2 (PK:0:0),Poříčí,,zápis uzavřen delegace,2025-09-03,18:00:00,739497,2025-09-03 18:00:00,FK Poříčí u Trutnova - Sokol Vítězná,False,FK Poříčí u Trutnova,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
03.09.2025 18:00,Podhůří/Vrchlabí B,FK Dolní Kalná,3 : 2 (PK:0:0),Podhůří,,zápis uzavřen delegace,2025-09-03,18:00:00,739497,2025-09-03 18:00:00,Podhůří/Vrchlabí B - FK Dolní Kalná,False,Podhůří/Vrchlabí B,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
03.09.2025 18:00,TJ Lánov,Sportovní klub MFC Svoboda,3 : 1 (PK:0:0),Lánov,,zápis uzavřen delegace,2025-09-03,18:00:00,739497,2025-09-03 18:00:00,TJ Lánov - Sportovní klub MFC Svoboda,False,TJ Lánov,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
03.09.2025 18:00,TJ Sokol Malé Svatoňovice,TJ Jiskra Kocbeře,2 : 0 (PK:0:0),M.Svatoňovice,,zápis uzavřen delegace,2025-09-03,18:00:00,739497,2025-09-03 18:00:00,TJ Sokol Malé Svatoňovice - TJ Jiskra Kocbeře,False,TJ Sokol Malé Svatoňovice,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
03.09.2025 18:45,TJ Spartak Pilníkov,TJ SOKOL Bílá Třemešná,0 : 2 (PK:0:0),Pilníkov,,zápis uzavřen delegace,2025-09-03,18:45:00,739497,2025-09-03 18:45:00,TJ Spartak Pilníkov - TJ SOKOL Bílá Třemešná,True,TJ Spartak Pilníkov,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
07.09.2025 15:30,FK Dolní Kalná,Fotbalový klub Mostek,6 : 3 (PK:0:0),Dolní Kalná,,zápis uzavřen delegace,2025-09-07,15:30:00,739501,2025-09-07 15:30:00,FK Dolní Kalná - Fotbalový klub Mostek,False,FK Dolní Kalná,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
07.09.2025 11:30,TJ Sokol Malé Svatoňovice,Sportovní klub MFC Svoboda,3 : 1 (PK:0:0),M.Svatoňovice,,zápis uzavřen delegace,2025-09-07,11:30:00,739501,2025-09-07 11:30:00,TJ Sokol Malé Svatoňovice - Sportovní klub MFC Svoboda,False,TJ Sokol Malé Svatoňovice,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
07.09.2025 12:30,TJ Sokol Malé Svatoňovice,Sportovní klub MFC Svoboda,5 : 0 (PK:0:0),M.Svatoňovice,,zápis uzavřen delegace,2025-09-07,12:30:00,739501,2025-09-07 12:30:00,TJ Sokol Malé Svatoňovice - Sportovní klub MFC Svoboda,False,TJ Sokol Malé Svatoňovice,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
07.09.2025 14:30,FK Dolní Kalná,Fotbalový klub Mostek,4 : 1 (PK:0:0),Dolní Kalná,,zápis uzavřen delegace,2025-09-07,14:30:00,739501,2025-09-07 14:30:00,FK Dolní Kalná - Fotbalový klub Mostek,False,FK Dolní Kalná,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
06.09.2025 10:00,TJ Jiskra Kocbeře,Sokol Vítězná,0 : 0 (PK:3:2),Kocbeře,,zápis uzavřen delegace,2025-09-06,10:00:00,739500,2025-09-06 10:00:00,TJ Jiskra Kocbeře - Sokol Vítězná,False,TJ Jiskra Kocbeře,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
06.09.2025 11:00,Podhůří/Vrchlabí B,TJ SOKOL Bílá Třemešná,4 : 1 (PK:0:0),Podhůří,,zápis uzavřen delegace,2025-09-06,11:00:00,739500,2025-09-06 11:00:00,Podhůří/Vrchlabí B - TJ SOKOL Bílá Třemešná,True,Podhůří/Vrchlabí B,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
06.09.2025 11:00,FK Poříčí u Trutnova,SK Sparta Úpice,0 : 0 (PK:0:0),Poříčí,,zápis neuzavřen delegace,2025-09-06,11:00:00,739500,2025-09-06 11:00:00,FK Poříčí u Trutnova - SK Sparta Úpice,False,FK Poříčí u Trutnova,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
06.09.2025 10:00,FK Poříčí u Trutnova,SK Sparta Úpice,0 : 0 (PK:0:0),Poříčí,,zápis neuzavřen delegace,2025-09-06,10:00:00,739500,2025-09-06 10:00:00,FK Poříčí u Trutnova - SK Sparta Úpice,False,FK Poříčí u Trutnova,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
06.09.2025 10:00,Podhůří/Vrchlabí B,TJ SOKOL Bílá Třemešná,4 : 1 (PK:0:0),Podhůří,,zápis uzavřen delegace,2025-09-06,10:00:00,739500,2025-09-06 10:00:00,Podhůří/Vrchlabí B - TJ SOKOL Bílá Třemešná,True,Podhůří/Vrchlabí B,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
06.09.2025 15:00,TJ Spartak Pilníkov,FK Poříčí u Trutnova,1 : 2 (PK:0:0),Pilníkov,,zápis uzavřen delegace,2025-09-06,15:00:00,739500,2025-09-06 15:00:00,TJ Spartak Pilníkov - FK Poříčí u Trutnova,False,TJ Spartak Pilníkov,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
06.09.2025 14:00,FK Poříčí u Trutnova,TJ Lánov,1 : 3 (PK:0:0),Pilníkov,,zápis uzavřen delegace,2025-09-06,14:00:00,739500,2025-09-06 14:00:00,FK Poříčí u Trutnova - TJ Lánov,False,FK Poříčí u Trutnova,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
06.09.2025 13:00,TJ Spartak Pilníkov,TJ Lánov,2 : 0 (PK:0:0),Pilníkov,,zápis uzavřen delegace,2025-09-06,13:00:00,739500,2025-09-06 13:00:00,TJ Spartak Pilníkov - TJ Lánov,False,TJ Spartak Pilníkov,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
06.09.2025 11:00,TJ Jiskra Kocbeře,Sokol Vítězná,0 : 2 (PK:0:0),Kocbeře,,zápis uzavřen delegace,2025-09-06,11:00:00,739500,2025-09-06 11:00:00,TJ Jiskra Kocbeře - Sokol Vítězná,False,TJ Jiskra Kocbeře,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
02.10.2025 16:45,Sokol Vítězná,FK Dolní Kalná,0 : 5 (PK:0:0),Vítězná,"ODLOŽENO, Původní termín: 25.09.2025 17:15",zápis uzavřen delegace,2025-10-02,16:45:00,739526,2025-10-02 16:45:00,Sokol Vítězná - FK Dolní Kalná,False,Sokol Vítězná,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,ODLOŽENO Původní termín: 25.09.2025 17:15
02.10.2025 17:45,Sokol Vítězná,FK Dolní Kalná,0 : 4 (PK:0:0),Vítězná,"ODLOŽENO, Původní termín: 25.09.2025 18:15",zápis uzavřen delegace,2025-10-02,17:45:00,739526,2025-10-02 17:45:00,Sokol Vítězná - FK Dolní Kalná,False,Sokol Vítězná,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,ODLOŽENO Původní termín: 25.09.2025 18:15
13.09.2025 10:00,TJ SOKOL Bílá Třemešná,TJ Sokol Malé Svatoňovice,1 : 3 (PK:0:0),B.Třemešná,,zápis uzavřen delegace,2025-09-13,10:00:00,739507,2025-09-13 10:00:00,TJ SOKOL Bílá Třemešná - TJ Sokol Malé Svatoňovice,True,TJ Sokol Malé Svatoňovice,D,OP mladších žáků,Ml. žáci,Ml_zaci,6,
13.09.2025 10:00,SK Sparta Úpice,Fotbalový klub Mostek,0 : 0 (PK:0:0),Úpice,,zápis neuzavřen delegace,2025-09-13,10:00:00,739507,2025-09-13 10:00:00,SK Sparta Úpice - Fotbalový klub Mostek,False,SK Sparta Úpice,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
13.09.2025 09:00,SK Sparta Úpice,Fotbalový klub Mostek,0 : 0 (PK:0:0),Úpice,,zápis neuzavřen delegace,2025-09-13,09:00:00,739507,2025-09-13 09:00:00,SK Sparta Úpice - Fotbalový klub Mostek,False,SK Sparta Úpice,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
13.09.2025 10:00,FK Poříčí u Trutnova,TJ Spartak Pilníkov,3 : 2 (PK:0:0),Poříčí,,zápis uzavřen delegace,2025-09-13,10:00:00,739507,2025-09-13 10:00:00,FK Poříčí u Trutnova - TJ Spartak Pilníkov,False,FK Poříčí u Trutnova,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
13.09.2025 10:00,TJ Lánov,Podhůří/Vrchlabí B,1 : 3 (PK:0:0),Lánov,,zápis uzavřen delegace,2025-09-13,10:00:00,739507,2025-09-13 10:00:00,TJ Lánov - Podhůří/Vrchlabí B,False,TJ Lánov,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
13.09.2025 10:00,Sportovní klub MFC Svoboda,TJ Jiskra Kocbeře,0 : 1 (PK:0:0),Svoboda,,zápis uzavřen delegace,2025-09-13,10:00:00,739507,2025-09-13 10:00:00,Sportovní klub MFC Svoboda - TJ Jiskra Kocbeře,False,Sportovní klub MFC Svoboda,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
13.09.2025 11:00,FK Poříčí u Trutnova,TJ Spartak Pilníkov,1 : 0 (PK:0:0),Poříčí,,zápis uzavřen delegace,2025-09-13,11:00:00,739507,2025-09-13 11:00:00,FK Poříčí u Trutnova - TJ Spartak Pilníkov,False,FK Poříčí u Trutnova,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
13.09.2025 11:00,TJ SOKOL Bílá Třemešná,TJ Sokol Malé Svatoňovice,2 : 0 (PK:0:0),B.Třemešná,,zápis uzavřen delegace,2025-09-13,11:00:00,739507,2025-09-13 11:00:00,TJ SOKOL Bílá Třemešná - TJ Sokol Malé Svatoňovice,True,TJ Sokol Malé Svatoňovice,D,OP mladších žáků,Ml. žáci,Ml_zaci,6,
13.09.2025 11:00,Fotbalový klub Mostek,Podhůří/Vrchlabí B,1 : 5 (PK:0:0),Lánov,,zápis uzavřen delegace,2025-09-13,11:00:00,739507,2025-09-13 11:00:00,Fotbalový klub Mostek - Podhůří/Vrchlabí B,False,Fotbalový klub Mostek,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
13.09.2025 12:00,TJ Lánov,Fotbalový klub Mostek,1 : 2 (PK:0:0),Lánov,,zápis uzavřen delegace,2025-09-13,12:00:00,739507,2025-09-13 12:00:00,TJ Lánov - Fotbalový klub Mostek,False,TJ Lánov,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
13.09.2025 11:00,Sportovní klub MFC Svoboda,TJ Jiskra Kocbeře,1 : 1 (PK:2:1),Svoboda,,zápis uzavřen delegace,2025-09-13,11:00:00,739507,2025-09-13 11:00:00,Sportovní klub MFC Svoboda - TJ Jiskra Kocbeře,False,Sportovní klub MFC Svoboda,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
17.09.2025 16:15,Fotbalový klub Mostek,TJ Jiskra Kocbeře,4 : 3 (PK:0:0),Mostek,,zápis uzavřen delegace,2025-09-17,16:15:00,739511,2025-09-17 16:15:00,Fotbalový klub Mostek - TJ Jiskra Kocbeře,False,Fotbalový klub Mostek,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
17.09.2025 17:00,FK Dolní Kalná,TJ Sokol Malé Svatoňovice,0 : 0 (PK:3:4),Dolní Kalná,,zápis uzavřen delegace,2025-09-17,17:00:00,739511,2025-09-17 17:00:00,FK Dolní Kalná - TJ Sokol Malé Svatoňovice,False,FK Dolní Kalná,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
17.09.2025 17:00,Sportovní klub MFC Svoboda,FK Poříčí u Trutnova,3 : 1 (PK:0:0),Svoboda,,zápis uzavřen delegace,2025-09-17,17:00:00,739511,2025-09-17 17:00:00,Sportovní klub MFC Svoboda - FK Poříčí u Trutnova,False,Sportovní klub MFC Svoboda,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
17.09.2025 17:00,SK Sparta Úpice,TJ Jiskra Kocbeře,0 : 0 (PK:0:0),Úpice,,zápis neuzavřen delegace,2025-09-17,17:00:00,739511,2025-09-17 17:00:00,SK Sparta Úpice - TJ Jiskra Kocbeře,False,SK Sparta Úpice,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
17.09.2025 17:00,TJ SOKOL Bílá Třemešná,TJ Lánov,0 : 1 (PK:0:0),B.Třemešná,,zápis uzavřen delegace,2025-09-17,17:00:00,739511,2025-09-17 17:00:00,TJ SOKOL Bílá Třemešná - TJ Lánov,True,TJ Lánov,D,OP mladších žáků,Ml. žáci,Ml_zaci,6,
17.09.2025 18:00,TJ SOKOL Bílá Třemešná,TJ Lánov,1 : 1 (PK:3:2),B.Třemešná,,zápis uzavřen delegace,2025-09-17,18:00:00,739511,2025-09-17 18:00:00,TJ SOKOL Bílá Třemešná - TJ Lánov,True,TJ Lánov,D,OP mladších žáků,Ml. žáci,Ml_zaci,6,
17.09.2025 18:00,FK Dolní Kalná,TJ Sokol Malé Svatoňovice,0 : 4 (PK:0:0),Dolní Kalná,,zápis uzavřen delegace,2025-09-17,18:00:00,739511,2025-09-17 18:00:00,FK Dolní Kalná - TJ Sokol Malé Svatoňovice,False,FK Dolní Kalná,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
17.09.2025 17:15,TJ Jiskra Kocbeře,Podhůří/Vrchlabí B,3 : 6 (PK:0:0),Mostek,,zápis uzavřen delegace,2025-09-17,17:15:00,739511,2025-09-17 17:15:00,TJ Jiskra Kocbeře - Podhůří/Vrchlabí B,False,TJ Jiskra Kocbeře,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
17.09.2025 18:00,SK Sparta Úpice,TJ Jiskra Kocbeře,0 : 0 (PK:0:0),Úpice,,zápis neuzavřen delegace,2025-09-17,18:00:00,739511,2025-09-17 18:00:00,SK Sparta Úpice - TJ Jiskra Kocbeře,False,SK Sparta Úpice,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
17.09.2025 18:00,Sportovní klub MFC Svoboda,FK Poříčí u Trutnova,4 : 1 (PK:0:0),Svoboda,,zápis uzavřen delegace,2025-09-17,18:00:00,739511,2025-09-17 18:00:00,Sportovní klub MFC Svoboda - FK Poříčí u Trutnova,False,Sportovní klub MFC Svoboda,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
17.09.2025 18:15,Fotbalový klub Mostek,Podhůří/Vrchlabí B,2 : 4 (PK:0:0),Mostek,,zápis uzavřen delegace,2025-09-17,18:15:00,739511,2025-09-17 18:15:00,Fotbalový klub Mostek - Podhůří/Vrchlabí B,False,Fotbalový klub Mostek,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
16.09.2025 18:00,Sokol Vítězná,TJ Spartak Pilníkov,2 : 1 (PK:0:0),Vítězná,", Původní termín: 17.09.2025 18:00",zápis uzavřen delegace,2025-09-16,18:00:00,739510,2025-09-16 18:00:00,Sokol Vítězná - TJ Spartak Pilníkov,False,Sokol Vítězná,V,OP mladších žáků,Ml. žáci,Ml_zaci,6, Původní termín: 17.09.2025 18:00
16.09.2025 17:00,Sokol Vítězná,TJ Spartak Pilníkov,2 : 0 (PK:0:0),Vítězná,"/ , Původní termín: 17.09.2025 17:00",zápis uzavřen delegace,2025-09-16,17:00:00,739510,2025-09-16 17:00:00,Sokol Vítězná - TJ Spartak Pilníkov,False,Sokol Vítězná,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,  Původní termín: 17.09.2025 17:00
28.09.2025 11:00,FK Poříčí u Trutnova,TJ Sokol Malé Svatoňovice,1 : 1 (PK:2:0),Poříčí,,zápis uzavřen delegace,2025-09-28,11:00:00,739522,2025-09-28 11:00:00,FK Poříčí u Trutnova - TJ Sokol Malé Svatoňovice,False,FK Poříčí u Trutnova,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
28.09.2025 11:15,TJ Lánov,TJ Jiskra Kocbeře,3 : 2 (PK:0:0),Lánov,,zápis uzavřen delegace,2025-09-28,11:15:00,739522,2025-09-28 11:15:00,TJ Lánov - TJ Jiskra Kocbeře,False,TJ Lánov,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
28.09.2025 12:15,TJ Lánov,TJ Jiskra Kocbeře,6 : 1 (PK:0:0),Lánov,,zápis uzavřen delegace,2025-09-28,12:15:00,739522,2025-09-28 12:15:00,TJ Lánov - TJ Jiskra Kocbeře,False,TJ Lánov,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
28.09.2025 10:00,FK Poříčí u Trutnova,TJ Sokol Malé Svatoňovice,1 : 3 (PK:0:0),Poříčí,,zápis uzavřen delegace,2025-09-28,10:00:00,739522,2025-09-28 10:00:00,FK Poříčí u Trutnova - TJ Sokol Malé Svatoňovice,False,FK Poříčí u Trutnova,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
27.09.2025 11:00,TJ SOKOL Bílá Třemešná,FK Dolní Kalná,0 : 0 (PK:3:2),B.Třemešná,,zápis uzavřen delegace,2025-09-27,11:00:00,739521,2025-09-27 11:00:00,TJ SOKOL Bílá Třemešná - FK Dolní Kalná,True,FK Dolní Kalná,D,OP mladších žáků,Ml. žáci,Ml_zaci,6,
27.09.2025 10:00,Sportovní klub MFC Svoboda,Fotbalový klub Mostek,0 : 0 (PK:0:2),Svoboda,,zápis uzavřen delegace,2025-09-27,10:00:00,739521,2025-09-27 10:00:00,Sportovní klub MFC Svoboda - Fotbalový klub Mostek,False,Sportovní klub MFC Svoboda,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
27.09.2025 10:00,TJ SOKOL Bílá Třemešná,FK Dolní Kalná,1 : 4 (PK:0:0),B.Třemešná,,zápis uzavřen delegace,2025-09-27,10:00:00,739521,2025-09-27 10:00:00,TJ SOKOL Bílá Třemešná - FK Dolní Kalná,True,FK Dolní Kalná,D,OP mladších žáků,Ml. žáci,Ml_zaci,6,
27.09.2025 14:30,TJ Spartak Pilníkov,Podhůří/Vrchlabí B,1 : 3 (PK:0:0),Pilníkov,,zápis uzavřen delegace,2025-09-27,14:30:00,739521,2025-09-27 14:30:00,TJ Spartak Pilníkov - Podhůří/Vrchlabí B,False,TJ Spartak Pilníkov,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
27.09.2025 13:30,TJ Spartak Pilníkov,Podhůří/Vrchlabí B,1 : 3 (PK:0:0),Pilníkov,,zápis uzavřen delegace,2025-09-27,13:30:00,739521,2025-09-27 13:30:00,TJ Spartak Pilníkov - Podhůří/Vrchlabí B,False,TJ Spartak Pilníkov,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
27.09.2025 12:00,Sportovní klub MFC Svoboda,Sokol Vítězná,1 : 3 (PK:0:0),Svoboda,,zápis uzavřen delegace,2025-09-27,12:00:00,739521,2025-09-27 12:00:00,Sportovní klub MFC Svoboda - Sokol Vítězná,False,Sportovní klub MFC Svoboda,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
27.09.2025 11:00,Sokol Vítězná,Fotbalový klub Mostek,0 : 5 (PK:0:0),Svoboda,,zápis uzavřen delegace,2025-09-27,11:00:00,739521,2025-09-27 11:00:00,Sokol Vítězná - Fotbalový klub Mostek,False,Sokol Vítězná,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
05.10.2025 10:45,TJ Sokol Malé Svatoňovice,TJ Spartak Pilníkov,3 : 0 (PK:0:0),M.Svatoňovice,,zápis uzavřen delegace,2025-10-05,10:45:00,739529,2025-10-05 10:45:00,TJ Sokol Malé Svatoňovice - TJ Spartak Pilníkov,False,TJ Sokol Malé Svatoňovice,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
05.10.2025 11:00,Sokol Vítězná,Sportovní klub MFC Svoboda,3 : 2 (PK:0:0),Vítězná,", Původní termín: 04.10.2025 14:00",zápis uzavřen delegace,2025-10-05,11:00:00,739529,2025-10-05 11:00:00,Sokol Vítězná - Sportovní klub MFC Svoboda,False,Sokol Vítězná,V,OP mladších žáků,Ml. žáci,Ml_zaci,6, Původní termín: 04.10.2025 14:00
05.10.2025 11:45,TJ Sokol Malé Svatoňovice,TJ Spartak Pilníkov,5 : 0 (PK:0:0),M.Svatoňovice,,zápis uzavřen delegace,2025-10-05,11:45:00,739529,2025-10-05 11:45:00,TJ Sokol Malé Svatoňovice - TJ Spartak Pilníkov,False,TJ Sokol Malé Svatoňovice,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
05.10.2025 10:00,Sokol Vítězná,Sportovní klub MFC Svoboda,0 : 1 (PK:0:0),Vítězná,", Původní termín: 04.10.2025 13:00",zápis uzavřen delegace,2025-10-05,10:00:00,739529,2025-10-05 10:00:00,Sokol Vítězná - Sportovní klub MFC Svoboda,False,Sokol Vítězná,V,OP mladších žáků,Ml. žáci,Ml_zaci,6, Původní termín: 04.10.2025 13:00
04.10.2025 10:00,TJ Jiskra Kocbeře,FK Poříčí u Trutnova,1 : 1 (PK:1:3),Kocbeře,,zápis uzavřen delegace,2025-10-04,10:00:00,739528,2025-10-04 10:00:00,TJ Jiskra Kocbeře - FK Poříčí u Trutnova,False,TJ Jiskra Kocbeře,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
04.10.2025 09:00,Fotbalový klub Mostek,TJ SOKOL Bílá Třemešná,0 : 2 (PK:0:0),Mostek,,zápis uzavřen delegace,2025-10-04,09:00:00,739528,2025-10-04 09:00:00,Fotbalový klub Mostek - TJ SOKOL Bílá Třemešná,True,Fotbalový klub Mostek,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
04.10.2025 10:00,Podhůří/Vrchlabí B,TJ SOKOL Bílá Třemešná,5 : 1 (PK:0:0),Mostek,,zápis uzavřen delegace,2025-10-04,10:00:00,739528,2025-10-04 10:00:00,Podhůří/Vrchlabí B - TJ SOKOL Bílá Třemešná,True,Podhůří/Vrchlabí B,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
04.10.2025 14:30,FK Dolní Kalná,TJ Lánov,4 : 1 (PK:0:0),Dolní Kalná,,zápis uzavřen delegace,2025-10-04,14:30:00,739528,2025-10-04 14:30:00,FK Dolní Kalná - TJ Lánov,False,FK Dolní Kalná,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
04.10.2025 13:30,FK Dolní Kalná,TJ Lánov,5 : 2 (PK:0:0),Dolní Kalná,,zápis uzavřen delegace,2025-10-04,13:30:00,739528,2025-10-04 13:30:00,FK Dolní Kalná - TJ Lánov,False,FK Dolní Kalná,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
04.10.2025 11:00,Fotbalový klub Mostek,Podhůří/Vrchlabí B,1 : 1 (PK:2:3),Mostek,,zápis uzavřen delegace,2025-10-04,11:00:00,739528,2025-10-04 11:00:00,Fotbalový klub Mostek - Podhůří/Vrchlabí B,False,Fotbalový klub Mostek,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
04.10.2025 11:00,TJ Jiskra Kocbeře,FK Poříčí u Trutnova,4 : 1 (PK:0:0),Kocbeře,,zápis uzavřen delegace,2025-10-04,11:00:00,739528,2025-10-04 11:00:00,TJ Jiskra Kocbeře - FK Poříčí u Trutnova,False,TJ Jiskra Kocbeře,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
08.10.2025 15:45,Fotbalový klub Mostek,Sokol Vítězná,2 : 1 (PK:0:0),Mostek,,zápis uzavřen delegace,2025-10-08,15:45:00,739532,2025-10-08 15:45:00,Fotbalový klub Mostek - Sokol Vítězná,False,Fotbalový klub Mostek,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
08.10.2025 16:15,Podhůří/Vrchlabí B,FK Poříčí u Trutnova,5 : 0 (PK:0:0),Podhůří,,zápis uzavřen delegace,2025-10-08,16:15:00,739532,2025-10-08 16:15:00,Podhůří/Vrchlabí B - FK Poříčí u Trutnova,False,Podhůří/Vrchlabí B,V,OP mladších žáků,Ml. žáci,Ml_zaci,6,
